Polymer density (g/cm3),FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst H2,log_P(MMM)_H2
1.386,0.1057,10.06618,14.45959,3939.45,0.80034,1.520420066,1.815918389,-1.020565561
0.965,0.314,10.22388,13.52073,4571.3,0.82036,1.905571583,1.843186801,4.496609041
1.386,0.1057,14.99583,17.5114,2646.87,0.83212,1.202794939,1.388198516,-1.020565532
1.44,0.2104,12.51,15.63,3344.03,0.78,1.471698113,2.890687967,2.564817241
1.306,0.166,27.00872,28.93976,5718.07,0.92706,4.724594843,0.740880937,1.268339343
1.09,0.26,14.48863,15.28058,5143.11,0.8575,2.434571771,1.708461111,3.355727321
1.33,0.403,20.04354,26.99004,6700.45,0.91886,5.416145993,0.897132863,0.486818754
0.75,0.29,4.18269,4.74189,600.424,0.53332,0.337226287,4.685938768,4.098630392
1.33,0.403,9.3704,14.25028,3905.45,0.80276,1.562878425,1.667132134,0.486816747
1.44,0.2104,5.33678,6.84915,1097.47,0.54296,0.481860135,4.778547231,2.564750393
1.09,0.26,20.532,22.50465,5340.92,0.92502,4.318064055,0.774896694,3.356276669
1.22,0.25,8.56589,9.75671,1189.34,0.58796,0.553145051,3.853703397,3.768025335
1.22,0.25,14.61351,17.13896,5354.78,0.89328,3.248668936,1.073171502,3.771765191
1.306,0.166,15.17934,20.02189,5667.1,0.9063,3.856530102,0.989084118,1.268336219
1.33,0.104,15.32621,17.92894,5030.64,0.86432,2.450428383,1.319387327,2.242893624
1.386,0.1057,3.82499,11.61384,1502.42,0.6444,0.713452183,3.72521877,-1.020566042
1.386,0.1057,8.35808,11.07305,1852.94,0.74302,0.69550973,1.987900696,-1.020565593
1.386,0.1057,19.3899,24.26649,6506.74,0.92758,5.149731848,0.710096115,-1.020565484
1.311,0.149,9.40378,12.18368,3776.21,0.78576,1.365034032,2.174717291,1.774442271
1.418,0.152,9.02078,12.19417,5896.27,0.81074,1.859188391,2.057959985,2.177419447
1.09,0.26,5.39776,10.50912,2864.02,0.70002,0.91575911,3.074936487,3.353158511
0.965,0.314,12.53917,14.99254,4690.2,0.85246,2.170749905,1.278570299,4.494234083
0.965,0.314,28.9615,32.09205,7930.55,0.9367,6.810134865,0.604946214,4.509058317
1.311,0.149,4.05435,4.73204,319.964,0.4277,0.316451482,6.186727053,1.774283013
1.33,0.403,22.34684,24.5914,5176.65,0.9112,3.669296222,0.876906237,0.486818683
0.965,0.314,27.49809,31.2586,6250.68,0.93518,6.205903432,0.691296774,4.507659747
1.311,0.149,12.01283,12.20204,2023.44,0.67448,0.861792274,3.877656624,1.774387107
1.09,0.26,7.37101,8.67819,2119.7,0.64884,0.802873735,3.476734913,3.351142984
1.33,0.403,4.05076,5.68269,1590.27,0.6309,0.529056604,4.580314637,0.486816054
0.965,0.314,4.98216,13.45228,2293.51,0.69998,0.901889642,3.791539769,4.445859814
1.306,0.166,12.11266,14.09858,3453.27,0.84384,1.6256579,1.288342933,1.268329317
1.44,0.2104,22.85203,24.02313,2200.36,0.8039,1.296073569,1.646941612,2.564913471
1.09,0.26,5.26119,6.84955,1713.55,0.6178,0.671784611,4.95570317,3.352145899
1.241,0.225,6.16862,9.2766,1485.27,0.6488,0.585422193,3.022666041,1.630282075
1.311,0.149,19.31594,24.57614,6847.55,0.93174,5.674594232,0.689782145,1.774499053
1.22,0.25,9.04421,12.47724,4570.22,0.81574,1.774030442,1.845850511,3.76921117
1.44,0.2104,5.59501,6.24477,1005.23,0.52626,0.440783302,4.929511253,2.56437851
1.22,0.25,11.37777,32.88181,4226.87,0.86428,2.365207682,1.452942719,3.770470685
1.241,0.225,10.62707,16.0728,5279.82,0.85022,2.317578784,1.456970462,1.630396237
1.44,0.2104,4.4269,4.8597,406.023,0.44758,0.324171248,6.79913066,2.563961824
1.306,0.166,3.95054,4.76534,570.686,0.49664,0.369644824,5.777271557,1.268289965
1.311,0.149,5.39006,6.29398,698.188,0.53046,0.328287454,4.911634287,1.774464717
1.418,0.152,22.23952,25.96923,6794.93,0.92976,5.574635457,0.735307726,2.177488111
0.75,0.29,4.16361,5.04646,673.074,0.50424,0.422254974,5.742001641,4.095997995
1.386,0.1057,9.28681,17.04617,4052.04,0.82246,1.792621234,1.713742172,-1.020565529
0.965,0.314,12.16641,14.87442,3987.24,0.82928,1.854930346,1.624719661,4.492375373
1.22,0.25,24.62855,28.4663,6386.46,0.93778,7.230489291,0.626926821,3.773021238
1.33,0.403,38.44296,43.65893,5375.67,0.96486,10.35411934,0.385708558,0.486819614
1.306,0.166,5.47188,11.81211,5105.3,0.79094,1.576306181,2.589897207,1.268325399
1.311,0.149,9.87899,11.15761,1270.76,0.63918,0.5410956,3.100757202,1.774464124
1.09,0.26,26.21171,28.40695,6808.29,0.92882,5.463165015,0.726441755,3.356321836
1.33,0.104,4.46761,5.64072,2255.58,0.69296,0.654285202,2.804468995,2.242821938
1.418,0.152,16.85662,20.27083,5900.65,0.8956,3.960203405,1.149048074,2.177482168
0.75,0.29,11.32964,19.21982,5898.82,0.88222,3.053361667,1.191829305,4.126673971
1.33,0.104,37.48205,44.46704,6061.87,0.96492,11.22301455,0.370666612,2.24302242
1.44,0.2104,11.24911,15.71883,5966.94,0.86804,2.942448628,1.329965604,2.565028199
1.09,0.26,6.25516,7.09133,814.658,0.52622,0.493084708,5.699530285,3.342457328
1.22,0.25,21.72513,25.07508,6891.12,0.92328,5.588388393,0.808448509,3.772825094
1.311,0.149,15.86233,18.08007,4816.75,0.85622,2.481962566,1.120963945,1.774478438
1.22,0.25,15.50108,20.03698,5373.54,0.90194,3.397764559,1.013889113,3.771962409
1.306,0.166,4.21343,7.49731,574.38,0.48284,0.333349443,5.08324522,1.268272811
1.22,0.25,6.503,9.78296,3008.15,0.7197,0.968956241,3.044602764,3.765381207
1.386,0.1057,5.1846,9.52956,1160.93,0.63842,0.486890072,3.290955499,-1.020566012
1.418,0.152,11.38014,12.7119,4728.42,0.85802,2.050555286,1.325676956,2.177447474
1.44,0.2104,5.93484,7.26398,1664.86,0.61874,0.666327799,4.327455774,2.564983638
1.311,0.149,10.83826,17.26891,3534.01,0.80844,1.668462177,1.774855674,1.774459858
1.386,0.1057,4.16361,5.04646,673.074,0.50424,0.422254974,5.742001641,-1.020565756
1.306,0.166,5.85477,6.5257,1003.81,0.54456,0.468708847,4.891580463,1.268311908
1.306,0.166,5.45199,6.55588,674.392,0.50086,0.438354965,6.355432109,1.268239967
0.965,0.314,6.90458,11.84769,3333.03,0.76406,1.114405772,2.111592077,4.476625554
1.386,0.1057,10.92128,14.36738,5023.95,0.83546,2.038025448,1.603669397,-1.020565519
1.33,0.104,10.49588,25.24149,5543.64,0.87108,2.991829038,1.438125774,2.242930678
1.386,0.1057,31.56621,37.51561,4925.3,0.9505,7.260713467,0.497586034,-1.020565462
1.33,0.403,15.59752,20.69335,5465.16,0.9023,3.490036204,0.989456733,0.486818856
1.306,0.166,3.97327,8.08316,1385.79,0.62858,0.549664647,3.65530563,1.268292749
0.75,0.29,14.72279,17.24905,4339.66,0.88566,2.484528852,1.002803361,4.128936575
1.386,0.1057,39.34474,41.98919,4189.79,0.91336,3.883779175,0.787550307,-1.020565481
1.386,0.1057,6.72598,9.46149,1886.94,0.72764,0.550325216,1.72037294,-1.020565554
1.44,0.2104,5.37416,11.39121,5039.42,0.78056,1.477608522,2.786888071,2.564854125
1.311,0.149,14.6908,20.94384,5936.85,0.91174,4.238581158,0.873370135,1.774493493
1.311,0.149,5.66128,6.73192,882.438,0.52898,0.375192391,4.865519792,1.774342522
1.22,0.25,5.25928,11.09362,4937.3,0.76358,1.344307319,3.097603121,3.766773894
1.306,0.166,3.82785,4.75958,285.583,0.44576,0.251907275,6.344993344,1.268224649
1.22,0.25,4.51803,5.60643,1589.95,0.63906,0.616317871,4.411508348,3.761942199
1.44,0.2104,15.80588,23.05531,5814.77,0.91058,4.174578797,0.875615395,2.565105982
1.33,0.104,34.06233,39.28166,4944.08,0.95156,7.809914642,0.533416581,2.243013523
1.306,0.166,37.34341,41.32109,5037.48,0.95938,9.181197007,0.444963274,1.268341769
1.33,0.403,8.40599,9.05788,2824.78,0.69858,0.988536553,3.01454795,0.486815628
1.22,0.25,11.41854,13.18944,3890.23,0.7779,1.444487772,2.645590299,3.766650541
0.75,0.29,11.94023,27.52307,3955.42,0.86564,2.35363211,1.285953837,4.127382559
1.09,0.26,6.59227,6.92026,712.37,0.48076,0.361756562,4.650212657,3.352957827
1.33,0.403,23.20494,23.45234,4890.09,0.89894,2.998295627,0.876665258,0.486818926
1.44,0.2104,5.68179,10.36799,5086.81,0.76794,1.377376968,2.972312606,2.564829249
1.22,0.25,10.60053,17.07601,4847.04,0.84066,2.158710105,1.596879447,3.770139176
1.306,0.166,18.04635,22.64363,6438.51,0.91912,4.692667834,0.828691605,1.268336961
0.965,0.314,17.75945,20.72426,5909.15,0.90686,4.351994932,1.000844486,4.505189022
1.22,0.25,10.80625,14.01954,2737.39,0.7809,1.127187905,2.144064052,3.767680688
1.311,0.149,7.68236,9.98545,3296.26,0.74548,1.154526391,2.567508406,1.774430112
1.44,0.2104,4.94837,7.12232,2718.62,0.6713,0.788099498,4.163579327,2.564540134
1.311,0.149,11.4227,21.22294,5266.95,0.87876,2.836347439,1.162489875,1.774482601
0.965,0.314,7.63206,8.3208,1398.14,0.6715,0.556047796,3.893847804,4.454667048
1.33,0.104,5.48137,6.14892,1267.42,0.5873,0.576773877,5.026495064,2.242639898
1.306,0.166,5.55881,7.01349,564.084,0.48404,0.399481707,5.045993156,1.268262284
0.965,0.314,13.7731,14.95537,3669.95,0.81628,1.627865237,1.894875007,4.48540889
1.33,0.403,7.93827,15.0805,3753.63,0.80934,1.373093915,2.008262245,0.486815987
1.311,0.149,6.29461,9.48189,2990.84,0.7072,0.967570252,2.518241458,1.774375631
1.311,0.149,8.41552,10.60626,4463.58,0.81304,1.56864561,1.631204618,1.774447983
1.241,0.225,12.08478,16.76671,5402.75,0.86814,2.734281989,1.305597738,1.630397663
1.241,0.225,4.94828,5.4924,1400.28,0.6196,0.510290642,4.225017384,1.630312438
0.965,0.314,8.68596,14.91592,3467.42,0.8036,1.358235443,1.919928024,4.48334082
0.75,0.29,5.98102,8.58723,2711.31,0.69982,0.856833968,2.535798181,4.106430126
1.09,0.26,6.71212,7.38705,2279.9,0.6779,0.724881762,3.402410109,3.352418513
1.311,0.149,5.71486,6.08117,1429.3,0.6051,0.567955697,4.378715595,1.774472395
1.418,0.152,5.08713,7.16916,358.321,0.43366,0.221855016,5.323177945,2.177201427
1.241,0.225,27.08476,31.21513,6735.73,0.94748,7.624795796,0.618515621,1.630419115
1.241,0.225,15.70215,17.95874,5058.15,0.88938,3.080242574,0.969405546,1.630409968
1.386,0.1057,11.0612,13.88073,4362.76,0.83174,1.949740969,1.686835041,-1.020565537
1.241,0.225,10.48297,16.42859,2224.86,0.7506,1.154147767,2.170766553,1.630389974
1.09,0.26,27.01514,28.94676,6062.49,0.90958,4.137520072,1.006796518,3.35584184
0.965,0.314,6.0692,6.38985,783.672,0.56972,0.524005739,5.264196279,4.441177413
0.965,0.314,3.85164,4.48006,403.303,0.48398,0.422280584,6.304822687,4.294844168
1.241,0.225,15.01747,17.54724,4101.68,0.84342,1.864673955,1.286632614,1.630395332
1.09,0.26,4.80173,5.28453,861.125,0.55174,0.384485126,4.64063707,3.353893883
1.306,0.166,12.48285,15.54226,6041.06,0.88268,3.300824196,1.255076945,1.26833795
0.75,0.29,8.18408,16.08754,3894.78,0.80064,1.555338414,1.806728494,4.120530554
0.75,0.29,39.58014,45.012,5444.54,0.9638,10.93270567,0.422695747,4.133519599
1.09,0.26,16.09202,22.68939,5944.16,0.91986,4.659075944,0.897991549,3.356194654
0.965,0.314,4.32281,5.49382,1579.69,0.62012,0.605905458,4.304266942,4.449716894
1.44,0.2104,4.77812,5.63795,939.666,0.56304,0.353917329,4.567266103,2.564389075
1.33,0.104,4.13429,4.52452,236.614,0.4365,0.34449285,6.776914718,2.242646915
1.33,0.403,4.48945,5.4044,686.609,0.52304,0.391177856,5.417518962,0.486807635
0.965,0.314,5.48339,7.93406,1946.8,0.65098,0.669931008,3.621561473,4.477532258
1.306,0.166,14.76215,18.12098,5244.63,0.87216,2.68659475,1.32350776,1.268330658
1.386,0.1057,15.96457,19.61475,4334.16,0.88114,2.724065973,1.195353039,-1.020565499
1.44,0.2104,4.04163,4.89933,216.658,0.47074,0.354817556,6.578276216,2.562336634
1.22,0.25,6.32845,8.1286,1685.09,0.61166,0.699452477,3.943221083,3.756739572
1.386,0.1057,6.53331,13.51443,3237.7,0.74626,1.141735476,3.16239214,-1.020565575
1.306,0.166,9.604,11.62828,3109.09,0.80352,1.25233004,1.917306428,1.268326471
0.965,0.314,10.77626,15.96697,4774.87,0.83282,2.085485838,1.710020731,4.494404428
1.33,0.403,17.03517,18.86638,5154.2,0.88118,2.748594012,1.103935496,0.486818165
1.306,0.166,9.60437,10.29771,654.093,0.52912,0.346119629,3.819920081,1.268331559
1.306,0.166,34.42815,40.14888,4879.08,0.95216,7.761709898,0.52964673,1.26834169
1.44,0.2104,18.09131,21.59107,6185.61,0.91346,4.377743698,0.868499265,2.565139857
1.33,0.104,7.05614,9.84356,2144.78,0.69802,0.765738884,2.420981725,2.242661015
1.418,0.152,24.74469,28.34597,2211.68,0.84432,1.409579841,1.326314666,2.177459919
1.311,0.149,26.48383,29.13825,7042.28,0.93794,6.467793431,0.630923485,1.774502303
1.09,0.26,19.10775,23.00775,5797.61,0.91786,4.287122192,0.753424848,3.356286625
1.09,0.26,8.44595,9.12886,1014.72,0.56214,0.56108516,3.48113812,3.349267071
1.418,0.152,7.75151,19.92035,4661.65,0.8176,1.964685641,2.037223498,2.177392446
0.965,0.314,13.72997,16.56134,2610.72,0.74912,1.331442242,2.071319395,4.487559067
1.33,0.104,26.80972,30.78525,6520.12,0.93936,6.538271467,0.579943862,2.242975561
0.965,0.314,4.54107,5.40858,755.787,0.53782,0.322747513,4.678360375,4.485971332
1.33,0.104,4.63235,7.88517,1719.26,0.61816,0.615862832,3.538974284,2.242316923
1.241,0.225,17.40649,21.29841,5985.27,0.90536,3.800552435,0.945342712,1.630411391
1.09,0.26,14.67428,21.58176,5916.62,0.90532,3.770909697,0.992723611,3.356043299
1.33,0.104,20.37345,22.13933,4821.36,0.8488,2.82810782,1.560546546,2.242898664
0.75,0.29,15.97915,20.91409,6212.9,0.90836,4.140276031,0.893528719,4.130271822
1.33,0.104,5.65865,8.0326,1415.83,0.60286,0.622154248,4.092177835,2.242083334
1.33,0.403,19.49566,22.18171,6037.81,0.90162,4.086070236,1.081065655,0.486818679
1.311,0.149,6.01308,11.51198,2252.76,0.70466,0.949318317,3.207098695,1.774382951
1.386,0.1057,11.09504,16.29202,4933.62,0.84658,2.058988771,1.517630987,-1.020565532
1.311,0.149,4.11856,5.10825,614.964,0.47928,0.394560063,6.626599874,1.774099929
1.44,0.2104,4.17789,5.07875,688.887,0.51816,0.473746286,6.537738279,2.562821975
1.44,0.2104,16.60452,18.77941,4956.31,0.87872,2.614327749,1.158787273,2.565033229
1.311,0.149,5.42795,6.86556,687.824,0.55866,0.323958527,3.509537171,1.774425444
1.306,0.166,13.11916,14.94998,4833.88,0.86568,2.421191297,1.298540983,1.268328365
1.33,0.403,3.81053,4.41097,823.104,0.56806,0.458319886,5.74828353,0.48681634
0.965,0.314,12.03766,20.24987,5040.93,0.86602,2.608486119,1.298066237,4.496067789
1.311,0.149,7.87527,13.95218,2454.28,0.77586,0.927765893,1.727891585,1.774463059
1.241,0.225,23.09628,25.30603,4027.71,0.8609,2.61305587,1.347938157,1.630397199
0.75,0.29,8.1167,16.32725,4269.87,0.7996,1.766486248,2.168726483,4.121492642
1.306,0.166,5.84418,11.7939,2441.53,0.72108,0.857256987,2.714167219,1.268300838
0.965,0.314,13.71867,18.8079,2380.22,0.75256,1.115943598,2.915032541,4.482305722
1.418,0.152,7.52574,10.57455,2376.21,0.67474,0.819675915,3.104117149,2.177341044
1.418,0.152,5.22924,16.36508,2765.81,0.71038,0.985724356,3.475761733,2.177274076
1.22,0.25,9.6943,13.35248,3954.58,0.79604,1.540086674,1.963805897,3.769576667
1.241,0.225,15.43959,16.90804,2288.59,0.76132,1.108198239,1.918733082,1.630361875
0.75,0.29,15.19608,29.4478,5462.59,0.89072,3.363568391,1.042901415,4.128789237
1.311,0.149,5.69528,6.30801,800.709,0.5157,0.352280568,4.687969439,1.774401233
1.311,0.149,5.83045,6.43441,1196.84,0.54634,0.55122718,4.557631124,1.774382523
1.306,0.166,6.5701,13.193,2210.71,0.72222,0.812856783,3.397707057,1.268325763
1.33,0.104,14.13516,18.84697,6490.68,0.9034,4.206673682,1.03379865,2.242954499
0.75,0.29,21.99523,26.39127,6622.73,0.94158,6.70311599,0.616808516,4.13226614
1.418,0.152,20.22949,23.64726,6519.48,0.92604,5.582926388,0.848166091,2.17748176
1.386,0.1057,40.48074,43.44092,4211.14,0.96232,8.245677172,0.369676428,-1.020565459
1.241,0.225,4.41081,5.74693,337.532,0.46204,0.213388754,3.835838123,1.630295629
1.386,0.1057,19.29771,23.67986,6373.23,0.92722,5.127606744,0.705252751,-1.020565476
1.386,0.1057,30.58977,36.66121,5175.45,0.94526,7.259726894,0.557660609,-1.020565463
0.965,0.314,9.44256,10.30257,981.807,0.58932,0.542342309,3.622174007,4.48432503
1.311,0.149,10.60044,11.32593,1101.05,0.6293,0.475963575,3.158269582,1.774481436
1.418,0.152,24.20734,28.50592,6266.93,0.9355,7.02897244,0.643323752,2.177494579
1.33,0.104,6.2427,7.38415,847.428,0.53642,0.479413,4.020097718,2.239055321
1.386,0.1057,3.92618,6.24498,1022.49,0.55392,0.537056428,5.699882523,-1.020565703
1.09,0.26,14.91472,20.28577,5006.05,0.88182,2.945556212,1.214975908,3.355856485
0.965,0.314,11.88621,15.17856,6359.28,0.87704,3.162510277,1.269431085,4.499050309
1.306,0.166,6.07222,6.23863,1178.37,0.53452,0.477514338,5.197571045,1.268330247
1.22,0.25,6.43648,6.91507,776.782,0.5279,0.455809215,5.17107422,3.757900544
1.44,0.2104,15.13615,19.16963,5152.06,0.85908,2.563805658,1.13895792,2.565038198
1.44,0.2104,4.55814,6.48228,1533.48,0.608,0.572343029,4.381023722,2.563979916
1.09,0.26,8.12377,8.81658,1115.57,0.58256,0.495340453,3.590831528,3.350727544
1.311,0.149,4.33786,8.62906,1330.97,0.64206,0.501480087,3.617796743,1.774361705
1.386,0.1057,5.2784,7.99484,1736.66,0.62816,0.728395191,4.108592855,-1.020565945
1.241,0.225,6.84044,10.84549,3365.39,0.75792,1.123075715,2.520430714,1.630345974
1.241,0.225,19.73789,23.76765,6035.29,0.9133,4.543894127,0.959385279,1.630409456
1.241,0.225,28.9615,32.09205,7930.55,0.9367,6.810134865,0.604946214,1.630417069
0.75,0.29,12.54347,13.92519,3805.88,0.81208,1.710571216,1.791105765,4.123263536
1.311,0.149,5.01976,7.8603,1901.19,0.63848,0.651621246,3.571592596,1.774417956
0.965,0.314,11.29157,15.03099,4754.51,0.8563,2.276999987,1.395190101,4.493102353
0.965,0.314,10.9095,17.62883,5985.84,0.88006,3.028694928,1.235691673,4.499748304
1.44,0.2104,9.08727,11.38312,2804.03,0.74652,1.108423646,2.116748797,2.56466313
1.241,0.225,6.07561,8.59986,1187.48,0.63712,0.476943347,3.478636573,1.630313628
1.418,0.152,4.64075,7.7679,1930.62,0.64124,0.658242401,3.705028784,2.177279538
1.311,0.149,22.06863,25.72801,6599.05,0.93064,5.579777922,0.703202058,1.774500322
1.09,0.26,6.60038,20.08743,3677.13,0.78218,1.315665091,2.605565278,3.354568256
1.33,0.403,13.67051,15.73865,3025.97,0.85554,1.613550551,1.234521465,0.48681804
1.44,0.2104,30.29037,31.78269,3467.38,0.85922,2.415140374,1.09995276,2.565026782
0.75,0.29,9.32356,12.40166,4897.31,0.84194,1.936393452,1.419424869,4.124672256
0.75,0.29,9.41793,10.82894,1493.76,0.64298,0.69414846,3.49995899,4.124711575
1.306,0.166,10.24762,12.80773,4298.42,0.819,1.744356931,1.768917795,1.268327552
1.44,0.2104,10.7875,12.27565,4442,0.81018,1.66449235,1.979259838,2.564970359
1.306,0.166,25.58158,27.91385,4685.82,0.89872,3.80807105,0.909219459,1.268335707
1.22,0.25,15.89499,21.26531,5820.77,0.89634,3.631671069,1.041738459,3.771751217
1.306,0.166,3.94175,6.41608,692.797,0.58084,0.345557089,4.66873565,1.268210371
1.09,0.26,5.90611,6.16099,1902.44,0.66248,0.611973802,3.51289116,3.353628722
1.09,0.26,13.74625,16.72998,5394.08,0.84604,2.430332331,1.656985962,3.35506092
1.09,0.26,11.40217,13.15346,2107.71,0.70832,0.870735722,2.090895311,3.352785377
1.418,0.152,5.40352,11.19528,811.993,0.6037,0.394399875,3.375673366,2.176858421
1.386,0.1057,6.60501,8.28257,2386.43,0.69408,0.825556473,3.238591336,-1.020565733
1.33,0.403,10.12794,11.31643,1453.13,0.65254,0.629257473,2.924493353,0.486815281
0.75,0.29,7.72525,9.17432,3241.32,0.77592,1.093313193,1.616356642,4.121032523
0.965,0.314,5.14242,9.6589,1977.4,0.65304,0.766057182,3.174852659,4.42105219
1.306,0.166,10.62085,14.45907,4713.18,0.83742,2.082973701,1.526076493,1.268325923
1.386,0.1057,8.11803,12.26016,1739.43,0.6458,0.764194336,4.042031074,-1.020565799
1.311,0.149,3.851,4.74764,375.928,0.5425,0.452626485,5.221757595,1.774005988
0.75,0.29,3.8636,4.95462,419.322,0.48308,0.412758358,6.718873957,4.046060091
1.241,0.225,7.46213,9.90019,2019.37,0.69592,0.769652732,3.496419216,1.630252868
0.75,0.29,10.14056,13.26938,4844.81,0.80674,1.68816086,1.952442665,4.12395153
1.44,0.2104,5.76129,9.22988,2037.53,0.6421,0.805408694,3.996599167,2.56428045
1.306,0.166,16.67501,20.1216,5714.73,0.91038,4.052437124,0.975013147,1.268337579
0.75,0.29,4.53621,5.40564,976.915,0.5452,0.408677271,4.789215456,4.105969252
1.311,0.149,15.16868,16.5181,2782.24,0.77792,1.480170713,2.2610824,1.774442238
1.44,0.2104,4.17956,5.49574,753.406,0.53518,0.407498496,4.314803319,2.561826735
1.44,0.2104,15.81088,18.45842,5464.78,0.86364,2.731473428,1.33669432,2.565001358
1.33,0.403,4.9355,5.40311,966.824,0.54358,0.455450356,4.958660415,0.486816242
1.418,0.152,8.40421,13.55573,3065.64,0.748,1.101324829,1.954618784,2.177296948
1.241,0.225,6.3776,6.74837,1354.57,0.612,0.579265696,4.249944059,1.630389053
1.44,0.2104,5.02444,6.09614,1193.75,0.55906,0.522017629,5.509021948,2.564496696
1.241,0.225,21.12042,26.90792,6205.96,0.93132,5.821732417,0.721278579,1.630415047
1.33,0.104,9.45715,12.49417,4661.01,0.82626,1.816638781,1.883482011,2.242869528
1.386,0.1057,8.33885,10.6456,3291.74,0.76944,1.23097007,2.121749884,-1.020565585
0.75,0.29,10.16401,11.32422,4426.92,0.81878,1.639392841,1.773295477,4.123363173
1.22,0.25,14.96653,22.88348,6023.73,0.90598,4.166019065,0.874172585,3.771826667
1.418,0.152,7.76112,11.18167,2342.7,0.74084,0.835410093,2.26330309,2.177256064
0.75,0.29,10.95075,13.8356,5442.11,0.8523,2.517188829,1.522130043,4.127151644
1.44,0.2104,10.33081,16.53741,5884.48,0.87134,2.768971654,1.238841773,2.565028183
1.418,0.152,13.03133,17.658,4176.41,0.85468,2.072373526,1.143094369,2.177419222
