Polymer density (g/cm3),FFV,PLD,LCD,ASA,Porosity,Pore volume,Qst N2,log_P(MMM)_N2
1.241,0.225,12.20877,14.79662,5626.77,0.86732,2.821525469,6.100031632,-0.359022703
1.33,0.104,3.68852,6.42481,1061.32,0.61162,0.534478691,13.75634645,1.201954102
1.09,0.26,5.14986,6.85321,1044.34,0.5355,0.491862003,13.09393135,2.206595768
1.33,0.104,20.79498,27.29305,7232.17,0.94324,7.669677923,3.777910696,1.202062075
0.75,0.29,4.58286,7.31141,1377.3,0.60742,0.538225704,12.29375542,3.663113743
1.22,0.25,19.63473,22.12538,3155.08,0.81214,1.722193595,9.870908435,3.238824978
0.965,0.314,11.58191,13.47969,3741.92,0.79156,1.599227419,11.16834127,3.775219663
0.965,0.314,4.23947,6.93068,428.413,0.48152,0.311681587,10.57388755,3.696102853
0.965,0.314,16.4057,19.1911,5377.71,0.88334,3.373599808,6.29485628,3.782452351
0.965,0.314,6.97835,11.87518,2441.02,0.73906,0.956387607,9.250408095,3.770784815
1.418,0.152,4.97088,6.11636,1749.73,0.64934,0.568474502,10.66433248,0.346839838
0.965,0.314,9.26744,14.78164,4070.56,0.79278,1.631140593,8.529527549,3.778375611
0.965,0.314,14.61792,21.77109,4864.3,0.89668,3.212018742,3.553686612,3.78374057
0.965,0.314,18.3546,22.10999,6295.49,0.91642,4.634047674,2.917482464,3.784784413
1.44,0.2104,10.22386,12.64827,3357.89,0.78498,1.368202171,9.917004367,1.106325083
0.75,0.29,4.38571,5.73292,719.362,0.52164,0.425425719,15.32460942,3.667614348
1.418,0.152,4.05785,12.81022,2408.02,0.70774,0.917513972,11.54218539,0.346833735
0.965,0.314,24.73822,30.26157,7084.37,0.94558,7.959092631,2.101210234,3.787447421
1.33,0.104,17.03611,22.48361,5140.64,0.90494,3.543281806,3.426625576,1.202056639
1.33,0.104,6.26318,8.45103,2680.6,0.69072,0.951966173,7.340432879,1.201956673
1.418,0.152,6.63974,10.59641,1433.37,0.6704,0.564789931,12.55390499,0.346829776
1.241,0.225,22.28754,25.12813,6176.61,0.91644,4.451655211,2.964957628,-0.359022584
1.44,0.2104,6.68152,13.28667,2162.54,0.72032,0.813251924,12.2335307,1.106326272
1.33,0.104,5.56143,7.09926,2952.44,0.71716,0.888264641,9.300752268,1.202033899
1.44,0.2104,16.20282,18.29637,5381.5,0.87978,3.226987294,6.576933738,1.106335562
0.75,0.29,8.8128,12.5954,5087.25,0.8129,1.997596691,5.764638575,3.664593545
0.965,0.314,24.95961,27.84903,7279.33,0.94832,7.950768818,2.01506844,3.786973385
1.09,0.26,14.03155,16.45541,6550.49,0.88054,3.153954711,5.391878491,2.20658568
1.418,0.152,5.3716,7.19018,576.154,0.46366,0.4097855,12.72755757,0.346837403
0.75,0.29,5.82473,9.75436,1945.99,0.65932,0.743671707,8.462188436,3.6613614
1.22,0.25,22.05778,24.12654,6326.3,0.91756,4.524970781,2.846868107,3.241033977
1.418,0.152,7.96378,12.76333,4317.53,0.78644,1.568960736,9.716631651,0.346837787
1.09,0.26,10.16401,11.32422,4426.92,0.81878,1.639392841,7.291029538,2.206454536
1.22,0.25,19.06062,21.30077,5286.36,0.89052,3.42719915,6.89093428,3.240142607
1.241,0.225,3.77259,5.9525,1167.5,0.61618,0.603004355,12.82448119,-0.359026664
1.09,0.26,14.23302,18.95216,4733.33,0.8659,2.592755615,7.337979458,2.20657899
1.44,0.2104,7.52574,10.57455,2376.21,0.67474,0.819675915,9.332360075,1.106329472
1.306,0.166,5.01415,7.28763,420.212,0.45402,0.25365096,13.1499177,-0.279841569
1.306,0.166,5.07079,7.74357,1342.68,0.61204,0.61397217,10.90905319,-0.279845326
1.44,0.2104,14.61652,20.07987,5509.26,0.88226,3.159391226,6.160766979,1.10633708
1.09,0.26,4.91694,5.70711,851.936,0.49416,0.433207679,14.54574953,2.205753041
1.306,0.166,15.55386,20.72575,4764.46,0.85054,2.415757782,4.904146205,-0.279841727
1.33,0.104,7.73253,8.93677,1534.47,0.61018,0.64666483,12.36954873,1.202035131
1.09,0.26,10.52591,15.36127,5266.46,0.84374,2.238838841,6.929056462,2.206504643
0.75,0.29,3.98397,5.03658,215.483,0.42474,0.242743249,18.99379441,3.668486665
0.965,0.314,5.28462,7.52132,4773.59,0.76688,1.172321545,6.623823481,3.785412311
1.22,0.25,42.35121,48.65366,5168.8,0.96748,11.31632321,3.566218095,3.242328237
1.241,0.225,7.65497,11.90068,3874.9,0.79272,1.388739007,8.135945559,-0.359022868
1.306,0.166,36.27747,41.43917,5237.83,0.9619,9.565718945,1.471075547,-0.279840968
1.33,0.104,4.24278,5.97954,759.477,0.49494,0.379412644,14.97201432,1.202051167
0.965,0.314,4.00763,8.23055,1725.06,0.6435,0.813117024,10.96312565,3.772364675
1.44,0.2104,14.4085,14.50811,1219.05,0.63274,0.660753297,13.3693398,1.106356894
1.44,0.2104,3.94718,5.04407,958.047,0.61434,0.522976079,13.39524882,1.106337686
0.75,0.29,11.40947,15.27853,6294.81,0.87378,3.173953948,6.013649681,3.667386334
1.33,0.104,29.01298,34.8959,7100.13,0.93702,7.035265675,4.087285896,1.202062027
0.965,0.314,17.55901,20.01776,4266.6,0.89408,2.841759318,4.185109089,3.783021843
1.44,0.2104,7.81245,10.65749,3315.5,0.761,1.13488927,9.626975592,1.106326155
1.33,0.104,11.4139,13.78946,4967.25,0.83608,2.181432981,8.687187771,1.202048629
1.418,0.152,22.12242,27.08701,6777.05,0.93634,6.318296839,2.265716541,0.346839448
1.44,0.2104,14.46096,18.71413,5656.77,0.88196,3.185017461,5.642436721,1.106336579
1.22,0.25,33.80165,36.06883,3020.9,0.8645,2.403204644,9.127666458,3.240274367
1.33,0.104,16.20664,20.12374,5920.03,0.9211,4.612742005,2.866014678,1.202060464
1.33,0.104,5.88719,10.335,1494.79,0.68402,0.518991183,9.324219048,1.20200538
1.418,0.152,4.09054,4.66904,1961.83,0.62058,0.658505994,14.11043593,0.346840722
1.33,0.104,18.29768,21.52235,5973.03,0.90408,3.822780742,3.145480405,1.202052646
1.09,0.26,4.51142,4.83064,376.463,0.47708,0.370176677,17.27640314,2.206382823
1.33,0.104,12.80052,15.32152,5118.49,0.85832,2.373803861,4.094393605,1.202052996
1.22,0.25,6.35025,8.87571,2498.11,0.6809,0.875237801,10.28884579,3.239674023
1.418,0.152,5.10301,7.91374,1994.19,0.64696,0.718710285,11.6658975,0.346835325
1.09,0.26,9.25845,13.55213,3653.55,0.80908,1.431776998,5.407759383,2.206424998
1.44,0.2104,5.58858,10.47061,1822.57,0.68036,0.875526164,9.654902458,1.106340423
1.44,0.2104,42.88501,49.69914,6746.06,0.97414,15.29579128,1.306427082,1.10635648
1.418,0.152,9.604,11.62828,3109.09,0.80352,1.25233004,5.591051817,0.346836917
0.75,0.29,12.20877,15.84245,6264.48,0.88026,3.190469114,3.955709225,3.668169895
1.09,0.26,21.8068,23.44441,3636.44,0.84012,2.027649325,9.638012472,2.206425067
1.09,0.26,19.30631,26.20427,5842.07,0.92378,5.003683241,3.000386851,2.206615335
1.306,0.166,4.12403,5.91757,1214.32,0.57642,0.552586926,13.22382812,-0.279843456
1.33,0.104,22.23499,25.71608,5432.63,0.91352,4.276258508,3.458680245,1.202057545
1.306,0.166,26.29034,31.81498,6617.62,0.92142,5.503446299,3.191747519,-0.279841477
1.33,0.104,14.86155,21.06352,6344.34,0.90536,4.23570142,3.295119269,1.202059485
1.306,0.166,17.5167,23.51143,5699.75,0.92164,4.798458895,3.310461873,-0.279841328
1.09,0.26,4.62415,6.46285,1507.22,0.60062,0.645596792,13.42645437,2.20656242
1.33,0.104,22.96471,29.65323,5227.81,0.94258,6.107601293,2.897420213,1.202065439
0.965,0.314,4.60029,5.73555,2480.96,0.69836,0.671596865,7.341520078,3.772336659
1.306,0.166,3.67453,7.18264,422.498,0.54814,0.450513685,14.31949084,-0.2798549
0.965,0.314,4.8393,5.91598,2173.33,0.65366,0.690638148,10.90011201,3.77967111
1.09,0.26,42.08167,45.50777,4101.05,0.94144,5.273169256,2.26680175,2.206694906
1.241,0.225,5.04936,7.20433,380.505,0.43506,0.229750425,13.5233305,-0.359022599
0.75,0.29,10.98212,11.75163,1234.42,0.65036,0.542912239,9.697135318,3.673276562
1.33,0.104,4.63591,6.9167,2142.22,0.6505,0.694465944,11.8435443,1.20205443
1.241,0.225,12.07105,14.74985,4542.33,0.84896,2.18538273,6.175260111,-0.35902278
0.965,0.314,22.7212,24.05549,2054.69,0.86582,1.940560773,4.843462079,3.784633776
1.44,0.2104,9.19562,11.51478,1864.23,0.75062,0.738036478,9.027649634,1.10631747
1.22,0.25,3.73408,4.95925,466.033,0.45906,0.36539181,17.06621696,3.239926755
1.33,0.104,8.6827,32.65317,3821.61,0.83274,1.944205137,5.498373903,1.202042343
1.09,0.26,8.72821,13.8531,2746.46,0.74116,0.972164836,9.836370849,2.206395405
1.33,0.104,10.79794,13.51834,2952.94,0.82848,1.318597367,4.410941698,1.202035887
1.306,0.166,3.69066,4.90414,317.768,0.45714,0.254753572,13.86217507,-0.279853672
1.33,0.104,9.18226,18.73018,3247.92,0.81648,1.459610785,6.256516006,1.20203263
1.306,0.166,6.98056,7.99116,2188.16,0.66072,0.772983483,8.254667412,-0.279841543
1.306,0.166,7.7705,11.66802,5081.3,0.81404,1.761400396,5.180451209,-0.279841782
0.75,0.29,14.9493,20.19313,5762.72,0.8885,3.27081301,3.653838467,3.668101426
0.75,0.29,12.65122,13.44844,2394.71,0.76104,0.874884322,7.961153619,3.662872985
1.306,0.166,4.20268,4.49645,583.603,0.61604,0.512721492,13.03512211,-0.279841536
0.75,0.29,3.9878,5.04878,441.75,0.45794,0.294920013,14.81327326,3.660164452
1.241,0.225,4.1432,4.67913,546.6,0.5207,0.309340209,14.95627024,-0.35902308
1.09,0.26,17.59783,20.69509,5800.01,0.89872,3.608114564,3.750893335,2.206514055
1.44,0.2104,4.81444,7.03658,1269.96,0.59182,0.512753422,13.30754357,1.106326524
1.418,0.152,5.67424,6.65442,807.053,0.49694,0.451095195,12.10252582,0.346836691
1.418,0.152,9.19562,11.51478,1864.23,0.75062,0.738036478,9.027649634,0.346834212
0.965,0.314,10.86748,12.36916,5129.09,0.84754,2.263498897,5.685050272,3.779323469
0.75,0.29,14.50107,20.05552,2834.79,0.86108,1.529835234,4.012922931,3.664596597
1.44,0.2104,4.18016,7.59478,1066.02,0.55046,0.488685292,11.23578836,1.106212292
1.241,0.225,9.08126,9.58473,1501.08,0.61126,0.706051673,9.10454678,-0.35902223
1.44,0.2104,5.52931,6.74228,1541.66,0.64732,0.522782704,10.6476192,1.106329147
0.965,0.314,26.05079,34.87807,6723.54,0.9461,7.884298072,2.437364818,3.786403511
0.965,0.314,16.28967,17.75053,4782.74,0.84966,2.153507694,6.143006947,3.778532128
1.22,0.25,19.43271,21.77625,6317.76,0.91152,4.259459156,2.822701667,3.240593404
1.241,0.225,9.31748,11.7468,4208.37,0.8079,1.560966373,5.420976669,-0.359022961
1.44,0.2104,6.58722,10.79609,3844.67,0.75152,1.224971475,9.679851549,1.106319775
0.75,0.29,16.15092,19.7893,5653.65,0.89544,3.437416026,3.697080189,3.668314405
1.241,0.225,4.27878,6.07415,1288.34,0.59516,0.616642595,14.34234635,-0.359023343
1.44,0.2104,6.39006,6.77242,1385.26,0.61286,0.584204757,10.6682785,1.106355756
1.22,0.25,8.16476,11.10734,3287.86,0.77318,1.151029656,6.936204206,3.237828181
0.75,0.29,7.3518,11.48716,3227.54,0.74644,1.191743182,9.189352364,3.663999185
1.306,0.166,4.56275,5.53493,3384.59,0.75294,0.807375691,5.781308246,-0.27984369
1.09,0.26,4.34629,6.13469,2253.61,0.69064,0.585615683,7.611005152,2.206476091
1.418,0.152,25.41532,28.30539,7294.11,0.9489,7.932288401,2.01196679,0.346839496
1.09,0.26,13.96221,17.39865,4651.33,0.83174,2.052979479,6.74903471,2.206300995
1.306,0.166,12.18353,13.71521,3872.44,0.79746,1.69046867,10.86027572,-0.279842304
1.241,0.225,9.56312,12.92188,6090.43,0.84434,2.421664597,6.312172133,-0.359022915
1.33,0.104,4.03217,4.22072,147.752,0.37282,0.170588747,18.50105632,1.20207411
1.241,0.225,9.92843,16.71776,4694.49,0.83336,2.092381548,5.406586438,-0.359022825
1.09,0.26,5.70228,8.71143,910.856,0.58006,0.400466703,11.47845897,2.206698854
1.306,0.166,3.77871,7.01083,645.315,0.4874,0.365298857,14.25291759,-0.279842488
1.306,0.166,14.77835,20.03417,4435.97,0.86852,2.410031717,4.324280721,-0.279841735
1.306,0.166,3.8442,4.49857,246.233,0.4563,0.287596117,18.20585378,-0.279842361
1.241,0.225,7.90173,8.23002,464.16,0.45058,0.339619513,10.1860338,-0.359022722
1.418,0.152,10.95075,13.8356,5442.11,0.8523,2.517188829,4.734351608,0.346837399
0.965,0.314,16.90835,21.7222,6297.4,0.89124,3.983231135,3.887347975,3.782044238
1.33,0.104,10.18273,12.85291,4041.7,0.8077,1.471273999,7.183636833,1.202045153
0.965,0.314,7.31026,9.52456,3161.87,0.75426,1.057355056,7.855435717,3.774538883
0.75,0.29,5.64741,8.46756,2063.92,0.6713,0.712114863,11.20958364,3.662746455
1.44,0.2104,4.32366,7.48304,1453.09,0.63988,0.563666634,12.69719131,1.106340932
1.33,0.104,7.15944,9.13832,499.523,0.47466,0.304319951,12.39275226,1.202016283
1.241,0.225,26.05079,34.87807,6723.54,0.9461,7.884298072,2.437364818,-0.359022379
1.44,0.2104,14.30512,21.43221,4299.27,0.86532,2.272964873,3.754781801,1.106332677
1.33,0.104,16.48515,18.74037,4540.28,0.87234,2.373436577,4.990786469,1.202048937
1.306,0.166,3.8162,5.19023,541.861,0.49884,0.377954904,16.00728295,-0.279843806
1.418,0.152,8.16815,10.52737,3199.82,0.73192,1.01319793,10.28861339,0.34683914
1.241,0.225,3.70141,6.13867,455.41,0.50974,0.31811232,15.9499834,-0.359022335
1.241,0.225,4.22527,7.96797,2299.7,0.67772,0.715688718,10.58456212,-0.359022627
0.75,0.29,5.51273,6.23351,2602.63,0.70158,0.761525787,9.701682953,3.672316149
1.33,0.104,5.22417,5.68466,1344.05,0.60904,0.491422854,12.55809367,1.202051253
1.09,0.26,3.80696,7.01702,655.181,0.48474,0.363212672,14.22646558,2.205896332
1.44,0.2104,22.13702,25.47048,6650.91,0.92752,5.271138087,3.869323862,1.106343986
0.75,0.29,9.22187,13.52432,3636.1,0.7911,1.42267029,8.322863449,3.666896203
1.306,0.166,16.3004,18.29049,5671.12,0.8713,3.234884628,7.649938825,-0.279841748
1.33,0.104,3.7868,4.87031,266.339,0.42454,0.197805475,14.2881138,1.202002294
1.306,0.166,6.62157,10.42184,3793.28,0.75808,1.250364926,9.240407984,-0.279842133
1.418,0.152,6.74493,12.05622,3576.51,0.78288,1.265696312,8.227473348,0.346837686
1.306,0.166,9.21198,12.65873,4749.97,0.81464,1.916935313,8.540906923,-0.279841961
1.22,0.25,10.75846,13.17229,6362.13,0.87062,3.031322247,4.389622519,3.24026549
0.75,0.29,3.70601,5.04778,527.333,0.54052,0.388952852,15.03452111,3.573512686
0.75,0.29,4.41484,6.23164,636.194,0.49936,0.370819224,14.44674096,3.66949236
1.306,0.166,6.39591,7.14805,816.546,0.5268,0.494309065,17.44304534,-0.279845485
0.75,0.29,8.9177,14.53863,3888.78,0.80968,1.512566738,5.779304034,3.665343739
1.44,0.2104,19.33084,22.37393,6212.71,0.91306,4.153841255,2.803100789,1.10634298
1.306,0.166,14.90933,19.96718,4363.16,0.87228,2.756323764,6.95032241,-0.279841603
1.09,0.26,10.82596,15.22417,4957.01,0.83364,2.147792795,5.436817492,2.206487624
1.22,0.25,11.77842,14.66612,5414.7,0.86038,2.628856372,5.903353983,3.239467187
1.09,0.26,11.29465,14.04508,5562.51,0.87408,2.795928682,4.095795973,2.206494124
1.418,0.152,27.02506,28.31531,2641.77,0.82712,1.741056017,5.962484937,0.346837524
1.44,0.2104,3.72101,4.76792,1053.42,0.60996,0.563088512,13.87146038,1.106308897
1.241,0.225,7.90149,11.93168,4522.3,0.81572,1.680763691,6.768723456,-0.359022935
1.33,0.104,3.66545,4.59128,543.093,0.60216,0.647584838,15.14932728,1.201918943
1.306,0.166,7.16155,16.20891,3399.7,0.75108,1.292798964,8.712646179,-0.27984181
1.33,0.104,3.95879,5.07683,1109.78,0.60182,0.500112185,13.23616038,1.20204185
1.09,0.26,5.12647,14.73899,2592.56,0.71414,0.965307121,8.6350882,2.206344085
1.306,0.166,8.06777,8.57419,1698.02,0.60346,0.616995651,12.71476465,-0.279843125
1.306,0.166,7.72525,9.17432,3241.32,0.77592,1.093313193,4.405231888,-0.2798421
1.306,0.166,8.02038,12.23219,1678.62,0.64588,0.757099419,13.57382248,-0.279844179
1.22,0.25,5.26119,6.84955,1713.55,0.6178,0.671784611,14.18911952,3.238180288
1.306,0.166,13.47142,16.6863,5931.78,0.87148,3.218370429,6.304215194,-0.279841763
1.241,0.225,5.60823,12.59507,2822.83,0.72258,0.956815013,8.735941372,-0.359023617
1.241,0.225,6.72782,13.28108,3435.91,0.7845,1.217075358,7.731104885,-0.359023154
1.44,0.2104,9.655,16.44859,4398.56,0.81982,1.924405885,5.584617025,1.106335321
1.33,0.104,8.82431,14.01116,3636.54,0.80188,1.485460867,8.337647156,1.202036563
1.241,0.225,6.40962,6.76851,971.418,0.56466,0.528430785,14.0016362,-0.35902342
0.75,0.29,4.28251,5.93486,1486.61,0.65396,0.549112466,8.308467642,3.640621941
1.22,0.25,20.09682,21.94786,1686.49,0.84808,1.55780796,5.301483897,3.24091951
1.33,0.104,7.97129,15.00796,3704.87,0.81292,1.362992373,5.574800195,1.202030412
1.418,0.152,4.9879,7.68451,1720.51,0.60526,0.603070853,12.13275284,0.346839511
0.75,0.29,15.21082,17.9098,6182.18,0.92068,4.419271071,2.261871764,3.670225094
1.09,0.26,28.13501,33.88392,4482.18,0.94452,5.87461127,2.62958907,2.206703055
1.22,0.25,7.40782,9.82923,4304.34,0.78316,1.529152421,7.022978104,3.239940753
1.418,0.152,19.25398,22.77768,6433.99,0.91204,4.264639182,4.088419542,0.346838679
1.44,0.2104,16.53187,20.01431,4909.24,0.88968,2.841656419,3.452565837,1.106333491
1.44,0.2104,9.45636,14.97405,4654.9,0.82982,1.867382577,4.861115673,1.10633174
1.241,0.225,11.68133,15.50661,4261.7,0.8533,2.17077179,4.580195805,-0.359022812
1.44,0.2104,4.29629,6.02864,1318.64,0.60574,0.535002031,11.74060851,1.106330079
0.965,0.314,5.919,10.83796,2781.49,0.73234,0.937232047,9.075034672,3.776929489
0.75,0.29,4.13298,5.09877,620.308,0.48494,0.401344048,17.2891381,3.659067736
1.241,0.225,11.46736,14.93017,4571.74,0.85126,2.169937573,5.832157982,-0.359023019
1.306,0.166,4.5792,7.24657,1032.81,0.55594,0.50860886,15.65347407,-0.27984139
1.22,0.25,11.16897,14.3133,6141.12,0.85888,2.608088329,4.264641505,3.239490855
1.306,0.166,18.06632,19.1665,2411.05,0.77452,1.283667432,12.18445752,-0.279842377
0.75,0.29,4.62926,5.8356,1011.92,0.55576,0.507714936,15.34248965,3.673874945
1.44,0.2104,4.14635,5.4452,849.289,0.55878,0.480431269,14.57029815,1.106331355
0.965,0.314,15.1979,22.00434,6973.37,0.92026,5.091510645,4.284384567,3.785796906
1.22,0.25,4.57423,4.8139,437.041,0.4677,0.332951285,15.91417747,3.216227563
0.75,0.29,3.68421,4.54182,189.577,0.48704,0.334429697,15.18911173,3.662345863
1.33,0.104,4.48765,6.47441,3016.26,0.7012,0.896408103,9.820391195,1.202058583
0.965,0.314,8.29216,15.76277,3582.05,0.77692,1.385140917,7.739444773,3.774487463
1.418,0.152,20.43359,26.49825,6379.31,0.92428,5.674084533,3.457396789,0.346839368
1.241,0.225,28.6014,30.29074,4735.31,0.88492,3.16376182,7.571030535,-0.359022509
1.44,0.2104,3.66037,4.71394,256.594,0.44848,0.245896067,14.15894925,1.105976022
1.44,0.2104,19.12065,24.53357,6289.46,0.92084,5.309118164,3.394320835,1.106344318
0.965,0.314,19.13401,21.90663,6098.12,0.91252,4.03145571,3.876394091,3.783890637
1.241,0.225,4.06197,5.74941,588.733,0.49136,0.336101345,16.49954309,-0.35902246
1.33,0.104,20.51951,26.26137,6019.77,0.91634,4.416564648,2.974180269,1.202055029
1.418,0.152,3.92558,5.69776,930.686,0.58754,0.462648136,14.12447713,0.346833355
1.306,0.166,4.1401,6.37722,904.33,0.57846,0.390542612,10.3616523,-0.279846032
1.44,0.2104,8.95052,12.29236,4477.56,0.81492,1.775455781,8.605260879,1.106331469
1.44,0.2104,25.50134,30.10236,6820.42,0.92696,6.087447627,2.889522813,1.106344305
1.22,0.25,4.41521,10.6324,2361.57,0.66208,0.824965267,12.14118198,3.240109876
1.418,0.152,14.10688,18.59142,3321.62,0.83258,1.911244152,8.028520481,0.346836743
1.241,0.225,4.58024,13.51875,1942.33,0.69308,0.716055352,10.12618333,-0.359023127
1.306,0.166,5.13094,6.957,638.898,0.5275,0.33410182,10.83497938,-0.279841712
1.44,0.2104,10.42327,18.0621,1641.12,0.6993,0.884600886,18.36144514,1.106237294
0.75,0.29,7.18672,13.92209,1905.04,0.74048,0.754111316,8.509820178,3.653765486
1.418,0.152,19.04893,22.20656,6008.3,0.92338,4.783014079,2.791404842,0.346839479
1.44,0.2104,11.08852,11.77684,1364.53,0.65012,0.605421715,8.396768613,1.10634968
1.418,0.152,9.45289,15.81778,1500.82,0.70398,0.733859072,8.557322547,0.346831415
1.306,0.166,3.78234,5.06856,397.336,0.47074,0.28136973,12.95637086,-0.27985182
1.241,0.225,5.92931,9.82687,3933.94,0.73554,1.147039147,10.21700686,-0.359022589
1.22,0.25,3.87051,5.13433,739.328,0.54742,0.417533636,15.78186845,3.24059579
1.44,0.2104,14.87773,22.02325,6457.89,0.9181,4.946233083,3.16138432,1.106337319
0.75,0.29,5.87333,8.76636,3555.74,0.74126,0.993198774,8.376939767,3.67031933
1.241,0.225,21.89178,24.94467,4889.4,0.89064,3.4409433,5.966766861,-0.359022667
1.241,0.225,26.41648,28.4355,4378.07,0.90444,3.514804351,3.300686087,-0.359022452
1.22,0.25,31.11696,33.71361,5042.78,0.91408,4.734767452,3.272531398,3.241202173
1.09,0.26,4.12363,5.10796,463.829,0.48212,0.396849046,17.01284418,2.20647983
1.306,0.166,4.1527,5.14315,1068.34,0.53052,0.495382518,15.80640393,-0.279841195
0.75,0.29,4.53976,5.98429,826.9,0.52448,0.435480791,14.46100245,3.660259559
1.44,0.2104,14.77835,20.03417,4435.97,0.86852,2.410031717,4.324280721,1.106335641
1.306,0.166,10.81192,12.88199,3953.42,0.80368,1.51237954,6.637256655,-0.279842627
1.44,0.2104,10.04302,30.79573,4415.13,0.85654,2.326808252,7.7636545,1.106334875
1.09,0.26,15.48115,18.95443,5435.73,0.86232,2.724678895,6.467871336,2.206441623
1.09,0.26,10.49239,13.60947,4789.69,0.84134,2.065930828,6.588539354,2.206420478
1.241,0.225,6.55932,6.80526,761.982,0.4989,0.397758076,12.46108768,-0.359023414
1.418,0.152,5.6534,7.52412,1311.35,0.56146,0.544340492,12.788214,0.346838072
1.241,0.225,18.01803,22.77948,6090.91,0.92086,4.763101814,4.09879593,-0.359022511
0.965,0.314,38.94432,46.00985,4780.07,0.96096,9.146425036,1.66402209,3.789494615
1.306,0.166,10.23297,10.35764,1390.52,0.65554,0.733276882,9.324788008,-0.279842105
1.241,0.225,8.23246,8.54513,3154.74,0.78998,1.093953607,4.140875825,-0.359023524
1.44,0.2104,6.74493,12.05622,3576.51,0.78288,1.265696312,8.227473348,1.106337435
