PLD,LCD,ASA,Porosity,Density,Pore volume,C%,H%,N%,O%,Halogen%,Metal%,Qst CH4,N1bar_CH4
19.49177,21.66948,3029.62,0.8251,0.525035,1.57151428,46.31578947,20,7.368421053,8.421052632,15.78947368,2.105263158,7.666129746,0.296772492
31.16971,35.38144,4303.75,0.89546,0.270848,3.306134806,51.06382979,27.65957447,7.446808511,8.510638298,0,2.127659574,11.32359967,0.656211688
36.71407,40.79442,4911.8,0.95696,0.110926,8.627012603,53.57142857,20.23809524,7.142857143,9.523809524,7.142857143,2.380952381,2.726585479,0.565567084
23.9425,26.48823,3141.63,0.84338,0.435788,1.935298815,42.85714286,24.28571429,10,11.42857143,8.571428571,2.857142857,7.886932177,0.352318005
38.72483,43.20966,5634.99,0.96938,0.0803563,12.06352209,52.63157895,28.42105263,8.421052632,8.421052632,0,2.105263158,4.193148543,0.843400341
26.69527,28.10248,3933.18,0.8767,0.334356,2.622055534,50,20.68965517,12.06896552,13.79310345,0,3.448275862,7.030043707,0.405177816
24.94685,27.63876,4035.44,0.867,0.326613,2.654517732,47.95918367,31.63265306,10.20408163,8.163265306,0,2.040816327,7.340996526,0.444937467
8.78722,14.50671,4107.66,0.81122,0.493821,1.642740993,54.11764706,17.64705882,0,23.52941176,0,4.705882353,7.654248351,0.433514517
23.69818,26.16896,3421.31,0.85032,0.404567,2.101802668,44.79166667,23.95833333,7.291666667,8.333333333,9.375,2.083333333,6.966021304,0.335056543
39.13075,44.03852,5567.67,0.9706,0.077891,12.4610032,55.55555556,24.44444444,3.333333333,11.11111111,0,2.222222222,4.424027618,0.875987152
38.14224,39.45324,4193.58,0.89828,0.261961,3.429060051,47,28,7,8,0,2,9.349494044,0.580599691
21.01504,25.81976,6572.69,0.93172,0.153351,6.075734752,52.84552846,26.01626016,11.38211382,6.504065041,0,1.62601626,4.303211817,0.587185013
17.03355,20.18979,6015.13,0.90356,0.216686,4.169904839,56.19047619,30.47619048,1.904761905,7.619047619,0,1.904761905,5.93606465,0.595941799
12.30861,17.14799,5501.48,0.88306,0.279793,3.156118988,47.88732394,23.94366197,15.49295775,9.85915493,0,2.816901408,5.227687388,0.424613488
16.59494,17.71892,3958.37,0.8108,0.407902,1.987732347,50.75528701,42.90030211,0,5.135951662,0,1.208459215,10.85269969,0.739997898
13.29457,17.78376,5051.67,0.8734,0.338796,2.577952514,46.40883978,17.67955801,17.67955801,11.04972376,0,3.867403315,5.80796619,0.407780879
6.51096,10.72143,848.769,0.5977,1.36581,0.437615774,36.03603604,37.83783784,7.207207207,15.31531532,0,3.603603604,16.91625442,0.492248712
8.96965,11.08195,4304.61,0.79948,0.518103,1.543090853,54.70852018,24.21524664,0.896860987,7.623318386,10.76233184,1.793721973,8.554408821,0.460555566
8.74924,13.6224,2990.03,0.76108,0.669126,1.137424043,48.20512821,12.30769231,10.25641026,10.25641026,12.30769231,3.58974359,9.88475702,0.405781891
8.80902,12.4581,3393.03,0.73836,0.557133,1.325284986,46.92082111,45.74780059,1.173020528,4.985337243,0,1.173020528,14.32756125,0.772318057
19.98928,23.95877,4210.41,0.88684,0.292284,3.034172243,50.65789474,37.5,1.315789474,5.263157895,2.631578947,1.315789474,6.389260653,0.42600757
8.63075,11.44124,3748.32,0.74808,0.5411,1.382517095,47.73413897,45.31722054,0.604229607,5.135951662,0,1.208459215,12.20904409,0.702957726
12.53223,15.50198,3417.78,0.80148,0.485921,1.649403915,54.18326693,27.88844622,4.780876494,6.772908367,2.390438247,1.593625498,9.324451984,0.519191226
20.44958,22.48208,5661.88,0.91458,0.20806,4.395751226,54.95495495,21.62162162,9.009009009,7.207207207,3.603603604,1.801801802,5.138258951,0.515989958
20.0553,25.50369,5812.69,0.92926,0.173777,5.347428026,52.38095238,17.14285714,15.23809524,7.619047619,3.80952381,1.904761905,4.525516001,0.530667098
10.3308,16.89648,3578.94,0.8074,0.481521,1.676770068,52.81385281,29.004329,1.298701299,8.658008658,5.194805195,3.03030303,9.355362506,0.465607218
20.25274,24.50231,5741.32,0.92376,0.19327,4.779634708,51.35135135,18.01801802,16.21621622,7.207207207,3.603603604,1.801801802,4.976809965,0.515757994
10.29462,21.35318,5056.37,0.8514,0.336179,2.53257937,54.27872861,28.36185819,5.86797066,6.601466993,0,1.95599022,7.329433924,0.550439444
15.61752,19.29841,5885.01,0.89162,0.23446,3.802866161,52.84552846,32.5203252,1.62601626,9.756097561,0,1.62601626,5.83005706,0.535207915
18.23565,24.35173,6246.35,0.9267,0.170968,5.420312573,53.04347826,24.34782609,12.17391304,6.956521739,0,1.739130435,4.871539314,0.578252038
20.73262,23.3993,5686.16,0.89658,0.24955,3.592787017,49.64028777,22.30215827,6.474820144,7.194244604,12.94964029,1.438848921,4.954817674,0.425004788
10.47742,13.046,4622.21,0.8451,0.402728,2.098438648,53.33333333,22.22222222,4.444444444,7.555555556,10.66666667,1.777777778,6.402017591,0.373244681
16.36145,19.26908,3940.69,0.8783,0.365445,2.403371232,55.75221239,19.46902655,0,7.079646018,14.15929204,1.769911504,6.534818471,0.372198735
5.52385,9.01053,2643.59,0.69804,0.793678,0.879500251,48.16753927,25.13089005,12.56544503,8.90052356,0,2.094240838,12.37349426,0.737751094
24.85211,27.38776,5004.97,0.90002,0.246601,3.649701339,54.48916409,31.57894737,7.430340557,5.263157895,0,1.238390093,6.2576483,0.517247108
20.70132,21.44594,3227.87,0.83224,0.38486,2.162448683,48.20846906,42.34527687,0,5.537459283,0,1.302931596,10.6911364,0.537615393
21.81906,22.80877,4893.83,0.8702,0.319739,2.721594801,53.92156863,21.56862745,3.921568627,9.803921569,5.882352941,1.960784314,7.68556626,0.568625707
9.16063,12.43277,5393.77,0.82224,0.419393,1.960547744,50.70422535,30.98591549,5.633802817,9.85915493,0,2.816901408,7.734160577,0.575079905
22.99199,28.37229,6482.55,0.9436,0.131964,7.150434967,51.18110236,22.04724409,17.32283465,6.299212598,0,1.57480315,3.848972747,0.612374256
10.86602,14.52597,3716.18,0.80848,0.494657,1.634425471,54.69387755,28.57142857,4.897959184,6.93877551,0.816326531,1.632653061,10.45877554,0.576161348
11.8867,18.10771,5305.29,0.87636,0.305901,2.864848431,53.95348837,29.76744186,0.930232558,9.302325581,0,3.255813953,6.794975419,0.51611257
17.84008,20.74149,4017.44,0.83638,0.349102,2.395804092,49.12280702,43.60902256,0,4.260651629,0,1.002506266,8.94717763,0.59204866
20.27399,21.74581,3132.91,0.85066,0.504297,1.686823439,56.90376569,25.10460251,0,8.786610879,6.694560669,2.510460251,7.502452177,0.344071828
17.20043,20.16907,4412.15,0.89238,0.310945,2.869896606,54.95495495,27.02702703,3.603603604,7.207207207,3.603603604,1.801801802,6.484072751,0.437217312
22.2434,28.26668,5502.47,0.92162,0.175841,5.241212232,52.41935484,23.38709677,14.51612903,6.451612903,0,1.612903226,4.516595889,0.520502327
19.13213,23.16302,4902.71,0.87918,0.273947,3.20930691,55.66037736,30.18867925,0,9.433962264,0,1.886792453,6.726157777,0.530383378
8.88093,13.63271,3022.97,0.78598,0.645113,1.218360194,46.51162791,2.325581395,0,23.25581395,23.25581395,4.651162791,7.870330941,0.282814372
20.58924,26.39008,6746.1,0.9331,0.144131,6.473971595,55.72519084,30.53435115,4.580152672,6.106870229,0,1.526717557,4.400818999,0.631901106
10.80625,14.01954,2737.39,0.7809,0.692786,1.127187905,49.53271028,32.71028037,0.934579439,9.345794393,5.607476636,1.869158879,10.04986624,0.364524571
15.3408,19.07566,4895.11,0.86742,0.297444,2.916246419,52.74725275,30.76923077,6.593406593,7.692307692,0,2.197802198,7.000791647,0.521783818
16.37824,19.19758,5290.06,0.88476,0.264104,3.350043922,52.84552846,29.26829268,1.62601626,9.756097561,3.25203252,1.62601626,6.364481508,0.497911085
12.3932,16.59947,5612.12,0.87434,0.300335,2.911215809,50.66666667,30.22222222,7.111111111,8.888888889,0,3.111111111,6.154875874,0.473033218
26.11716,30.24144,6749.51,0.94486,0.125299,7.540842305,51.81818182,28.18181818,11.81818182,6.363636364,0,1.818181818,3.728942822,0.637076097
18.45706,21.48293,5503.67,0.89672,0.251327,3.567941367,47.61904762,25.3968254,7.936507937,15.87301587,0,3.174603175,4.971207562,0.437732833
21.79443,24.12692,4510.71,0.91118,0.256136,3.557407003,52.77777778,23.14814815,9.259259259,7.407407407,3.703703704,1.851851852,4.835726958,0.387004611
7.89341,10.61114,3692.23,0.76622,0.601477,1.273897423,44.44444444,30.55555556,0,19.44444444,0,5.555555556,9.155111503,0.445521223
24.96454,27.60145,5855.95,0.9268,0.181716,5.10026635,49.36708861,20.25316456,15.18987342,8.860759494,0,2.53164557,4.124815566,0.499680405
9.47263,16.58254,4342.67,0.84186,0.435346,1.933772218,48.7804878,17.07317073,0,19.51219512,9.756097561,4.87804878,6.288283743,0.335764777
20.90762,24.66172,5909.08,0.93792,0.163775,5.726881392,40.46242775,6.936416185,38.15028902,8.092485549,0,1.734104046,3.658043229,0.48330984
8.82431,14.01116,3636.54,0.80188,0.539819,1.485460867,53.21100917,13.76146789,0,18.34862385,11.00917431,3.669724771,8.337647156,0.395792926
19.00155,23.33955,4766.4,0.87922,0.266981,3.293193149,49.3902439,34.75609756,1.219512195,4.87804878,7.317073171,1.219512195,6.552656287,0.484125028
8.68369,11.65907,4944.96,0.80624,0.454834,1.772602752,53.67965368,35.4978355,0.865800866,8.225108225,0,1.731601732,9.114345282,0.613494982
11.10246,15.35644,5076.57,0.84386,0.396466,2.128454899,47.39336493,24.64454976,12.32227488,9.478672986,2.843601896,3.317535545,6.577729581,0.422315134
11.67768,14.04348,5446.03,0.8317,0.351987,2.362871356,47.70642202,43.11926606,0.917431193,6.422018349,0,1.834862385,8.078073541,0.60085155
20.32761,24.73465,5451.19,0.89958,0.212408,4.235151218,50.73529412,36.02941176,4.411764706,5.882352941,0,1.470588235,5.677204851,0.52966947
10.6982,15.12403,4763.18,0.83752,0.404067,2.072725563,52.17391304,28.26086957,0,15.2173913,0,4.347826087,7.47993943,0.501760805
11.92958,19.20031,4571.3,0.84456,0.366119,2.306790961,49.79919679,32.93172691,5.62248996,8.835341365,0,2.81124498,7.664523457,0.476804401
9.30752,10.98905,4534.43,0.82076,0.486888,1.685726492,42.28571429,16,28.57142857,9.714285714,1.142857143,2.285714286,6.941512654,0.385114202
14.05074,17.64079,5484.56,0.87234,0.332487,2.623681527,44.84304933,17.93721973,21.52466368,9.865470852,0,3.139013453,5.750001337,0.417314726
14.48778,21.32562,6124.97,0.90946,0.223553,4.068207539,45.84980237,22.92490119,20.55335968,7.90513834,0,2.766798419,4.576406926,0.44687476
10.68538,15.66948,3908.8,0.80064,0.455758,1.756721769,48.37545126,36.82310469,0.722021661,11.55234657,0,2.527075812,8.905898692,0.494493241
18.90421,23.63574,6069.97,0.91592,0.180877,5.063772619,52.51798561,31.65467626,4.316546763,8.633093525,0,1.438848921,5.382449824,0.581979245
12.47082,15.33586,4746.05,0.83748,0.421678,1.986065197,47.12041885,23.03664921,12.56544503,10.47120419,0,3.664921466,7.20369279,0.460929948
15.25055,17.25693,5058.79,0.86276,0.343492,2.511732442,44.7257384,21.09704641,22.78481013,8.438818565,0,2.953586498,6.656683317,0.423515565
16.22087,20.37933,5909.24,0.90788,0.221648,4.096044178,54.83870968,23.65591398,8.602150538,8.602150538,0,2.150537634,5.707604712,0.547270339
15.11992,18.14271,6054.5,0.88042,0.274027,3.21289508,49.45054945,27.47252747,9.89010989,10.98901099,0,2.197802198,5.48941124,0.465857834
17.86469,19.80907,6262.72,0.91098,0.204871,4.446602984,47.94520548,28.76712329,6.849315068,13.69863014,0,2.739726027,4.406716786,0.470604685
16.85662,20.27083,5900.65,0.8956,0.22615,3.960203405,53.6,36.8,0,6.4,0,1.6,6.568826256,0.618852968
11.42473,15.07627,4680.48,0.84458,0.420689,2.007611323,48.04469274,18.99441341,13.40782123,11.17318436,1.117318436,3.910614525,6.595413229,0.416137341
10.2182,12.91531,4589.75,0.83784,0.405396,2.066719948,54.54545455,29.43722944,1.731601732,7.359307359,5.194805195,1.731601732,7.411629074,0.445759992
8.55869,12.85402,5092.58,0.81116,0.408796,1.984265991,48.45360825,41.2371134,0,8.24742268,0,2.06185567,8.300230657,0.583027243
26.04217,28.19967,4915.15,0.8956,0.230669,3.882619684,52.89855072,30.43478261,4.347826087,8.695652174,0,1.449275362,6.091012177,0.523191678
31.26144,34.58791,7796.73,0.9486,0.110183,8.609313596,53.29341317,34.13173653,5.389221557,5.988023952,0,1.19760479,3.468546812,0.697252081
10.82186,12.89297,4753.52,0.81246,0.426098,1.906744458,45.79124579,39.73063973,4.713804714,7.407407407,0,2.356902357,8.46842541,0.515690795
10.39869,14.3225,5060.88,0.84874,0.404783,2.09677778,46.80851064,22.12765957,21.27659574,7.234042553,0.85106383,1.70212766,6.735438076,0.423148316
14.31862,20.6313,5471.45,0.89088,0.278957,3.193610485,51.10132159,22.90748899,11.45374449,8.810572687,0,3.083700441,5.817643058,0.470203906
26.84589,28.96644,6480.35,0.93388,0.160211,5.829062923,47.5,18.33333333,21.66666667,8.333333333,0,1.666666667,3.763763279,0.525582515
11.00904,14.11647,4592.15,0.82654,0.439518,1.880560068,51.88284519,25.10460251,1.673640167,8.368200837,10.041841,2.928870293,6.768348992,0.382862507
11.29465,14.04508,5562.51,0.87408,0.312626,2.795928682,50.63291139,26.16033755,14.34599156,7.172995781,0,1.687763713,6.005872481,0.455907481
17.3473,20.08507,5776.21,0.89752,0.23061,3.891938771,50.4,35.2,4.8,6.4,0,1.6,6.130673589,0.576724127
22.92027,26.4844,6257.47,0.94492,0.138593,6.817948958,46.78899083,12.8440367,29.35779817,7.339449541,0,1.834862385,3.982746167,0.57930572
20.81038,26.76624,6583.59,0.92632,0.153,6.054379085,52.25806452,36.12903226,3.870967742,5.161290323,0,1.290322581,5.50917921,0.662940663
9.2436,13.35802,4245.08,0.8258,0.47589,1.735274958,50,17.85714286,0,25,0,7.142857143,6.831005754,0.355078343
18.98454,22.16384,6922.48,0.92552,0.159425,5.805363023,54.63414634,35.12195122,0.975609756,6.829268293,0,1.463414634,4.776668129,0.623173925
8.59858,12.33921,2802.74,0.73496,0.721683,1.018397274,52.36051502,18.88412017,0,7.296137339,17.16738197,1.716738197,10.17920997,0.45770124
20.48459,27.40823,6548.84,0.93588,0.147087,6.362764894,52.84552846,26.01626016,11.38211382,6.504065041,0,1.62601626,4.291294422,0.599611234
13.44426,16.30762,4259.47,0.8153,0.465433,1.751702178,52.80898876,16.85393258,1.123595506,11.23595506,15.73033708,2.247191011,8.331170214,0.434627376
6.91923,14.25935,3279.8,0.71174,0.583732,1.219292415,49.34579439,41.86915888,2.242990654,5.046728972,0,1.495327103,11.92917136,0.808557102
19.65678,25.65252,6381.24,0.9325,0.152507,6.114473434,54.33070866,25.19685039,11.02362205,6.299212598,0,1.57480315,4.358859902,0.595196544
22.14446,24.58519,5918.59,0.91982,0.179445,5.125916019,52.77777778,26.85185185,9.259259259,7.407407407,0,1.851851852,4.481893021,0.520910094
9.49631,13.8011,4126.22,0.8084,0.498311,1.622280062,49.80842912,23.75478927,2.298850575,7.662835249,13.79310345,2.681992337,7.75795971,0.396896265
5.37841,8.5162,1989.53,0.6724,1.02282,0.657398174,27.11864407,0,27.11864407,35.59322034,0,10.16949153,9.847402088,0.297428183
21.42141,25.65605,6227,0.92328,0.176379,5.234636776,47.94520548,31.50684932,10.95890411,5.479452055,0,1.369863014,5.201413243,0.592856865
21.72513,25.07508,6891.12,0.92328,0.165214,5.588388393,52,31.2,7.2,8,0,1.6,4.223509602,0.561322714
20.85796,24.90813,5388.5,0.90856,0.202758,4.481006915,49.19354839,29.83870968,8.064516129,9.677419355,0,1.612903226,5.028314715,0.49699006
11.05166,15.55354,4746.12,0.84236,0.393611,2.140082467,52.81385281,27.70562771,2.597402597,8.658008658,5.194805195,3.03030303,6.911701798,0.426713393
16.3004,18.29049,5671.12,0.8713,0.269345,3.234884628,47.77070064,42.03821656,2.547770701,5.095541401,0,1.27388535,7.649938825,0.635896375
10.02544,14.90171,4002.95,0.80058,0.487476,1.642296236,47.77327935,32.38866397,1.619433198,12.95546559,0,2.834008097,9.130936113,0.499027177
7.1604,9.70064,2997.17,0.7398,0.74285,0.995894191,41.50943396,22.64150943,0,26.41509434,0,5.660377358,9.489594431,0.514509934
11.03067,15.07548,5198.9,0.8449,0.384513,2.197324928,46.94835681,27.23004695,12.20657277,10.3286385,0,3.286384977,6.766045169,0.445040531
6.24572,8.85441,2417.3,0.68736,0.863833,0.795709356,47.21030043,18.02575107,7.725321888,7.296137339,15.45064378,1.716738197,11.70717898,0.509983547
8.6935,12.90646,4163,0.80356,0.486436,1.651933656,48.95833333,27.08333333,2.083333333,7.291666667,12.5,2.083333333,7.766333287,0.407943293
11.44044,14.99033,3755,0.80006,0.500753,1.597713843,50.23696682,29.38388626,4.739336493,9.478672986,0,3.317535545,8.281806482,0.462887861
12.1058,20.37315,5240.81,0.87256,0.317154,2.751218651,48.93617021,27.65957447,0,14.89361702,0,4.255319149,6.003268849,0.416327273
25.11728,28.62824,5319.76,0.9125,0.217875,4.188181297,56.59163987,31.51125402,5.144694534,5.466237942,0,1.286173633,6.065667078,0.569512241
5.4691,12.18771,2359.97,0.678,0.68812,0.985293263,39.77272727,46.59090909,0,11.36363636,0,2.272727273,13.02588303,0.673910497
20.97612,25.50685,6135.85,0.9368,0.152864,6.128323215,49.56521739,17.39130435,22.60869565,6.956521739,0,1.739130435,4.567468324,0.590699758
22.41965,28.0857,6817.79,0.9468,0.118024,8.022097201,54.62555066,29.07488987,5.286343612,6.167400881,0,1.321585903,3.723510165,0.680386444
23.25171,26.73724,6012.05,0.93196,0.150376,6.197531521,46.42857143,29.28571429,15.71428571,5.714285714,0,1.428571429,4.463125525,0.575620975
15.83507,17.46831,3527.72,0.81522,0.396672,2.055148838,45.42936288,44.87534626,0,5.540166205,0,1.939058172,9.139229112,0.478706674
11.92441,16.97215,4072.1,0.80422,0.462081,1.74043079,56.43153527,32.36514523,0,8.298755187,0,2.904564315,9.368967275,0.606267371
9.71333,13.33321,4253,0.8442,0.489398,1.7249764,29.03225806,3.225806452,38.70967742,22.58064516,0,6.451612903,5.294237267,0.262350621
14.85631,19.34069,5553.07,0.8865,0.265447,3.339649723,50.59288538,27.66798419,11.06719368,7.90513834,0,2.766798419,5.930275344,0.484594501
23.40982,25.06837,4152,0.8919,0.296402,3.009089007,54.61254613,22.87822878,11.80811808,6.273062731,0,1.47601476,6.988706755,0.502067993
14.25123,17.18601,5399.12,0.86362,0.289047,2.98781859,48.57142857,40,2.857142857,6.666666667,0,1.904761905,6.918636524,0.533553468
12.69112,17.78721,4606.71,0.84368,0.351455,2.400534919,51.54639175,32.98969072,6.18556701,7.216494845,0,2.06185567,7.916840723,0.526351128
16.0131,20.22409,5544.17,0.89728,0.235476,3.810494488,57.00934579,26.1682243,1.869158879,7.476635514,3.738317757,1.869158879,5.549090078,0.505518651
15.86841,20.10175,5149.69,0.873,0.29233,2.986351042,53.76344086,31.1827957,4.301075269,7.52688172,1.075268817,2.150537634,7.291864139,0.546190786
22.98435,26.90816,5167.11,0.90244,0.244109,3.696873118,56.18729097,31.43812709,5.351170569,5.685618729,0,1.337792642,6.302679029,0.535379509
4.93745,8.77107,1850.72,0.65422,0.932884,0.70128762,36.36363636,31.16883117,0,25.97402597,0,3.896103896,12.81256329,0.592898321
23.62472,26.9993,5999.97,0.9279,0.150041,6.184309622,51.92307692,36.53846154,3.846153846,5.128205128,0,1.282051282,4.753904925,0.611672177
18.46236,19.75964,3813.7,0.84574,0.384149,2.201593652,54.46428571,21.42857143,0,8.928571429,10.71428571,1.785714286,7.42044391,0.414789072
15.18749,21.26862,6016.54,0.91592,0.199143,4.599308035,45.88235294,21.17647059,22.35294118,8.235294118,0,2.352941176,4.266745326,0.460601632
7.48498,13.22051,3178.19,0.7695,0.656279,1.172519614,51.88679245,5.660377358,0,13.20754717,25.47169811,3.773584906,7.565363012,0.283974891
7.80133,10.19083,4182.81,0.7919,0.55532,1.426024634,49.14285714,22.85714286,14.85714286,9.714285714,1.142857143,2.285714286,8.459858678,0.490862847
24.20888,29.1992,6062.9,0.93836,0.13575,6.912412523,55,29.28571429,4.285714286,5.714285714,2.857142857,1.428571429,3.997597508,0.595358012
7.94566,11.11157,3186.53,0.74282,0.69962,1.061747806,47.34299517,20.77294686,1.449275362,9.661835749,17.39130435,3.381642512,9.061584864,0.395036064
12.7292,17.50296,4355.11,0.88068,0.369026,2.386498512,29.03225806,3.225806452,38.70967742,22.58064516,0,6.451612903,4.328509194,0.271034544
19.37878,21.72601,3883.45,0.87052,0.368612,2.361616008,58.03921569,18.03921569,0,6.666666667,12.54901961,1.568627451,6.549875248,0.401709016
19.00834,20.84521,4416.08,0.861,0.377242,2.282354563,55.66037736,22.64150943,0,9.433962264,7.547169811,1.886792453,7.994584051,0.513617241
9.43244,12.31049,5173.85,0.84576,0.377462,2.24064939,51.64319249,30.04694836,8.450704225,7.981220657,0,1.877934272,6.711798401,0.464544979
17.75346,24.38508,6048.96,0.92046,0.177988,5.171472234,53.38345865,31.57894737,3.007518797,9.022556391,0,1.503759398,5.517249651,0.604857787
17.30694,20.71539,4632.85,0.86236,0.331705,2.599779925,49.47368421,20,13.68421053,10.52631579,4.210526316,2.105263158,6.764524272,0.463757973
19.63894,22.40044,4494.61,0.90722,0.273164,3.321155057,56.19047619,20.95238095,7.619047619,7.619047619,3.80952381,1.904761905,5.459439255,0.411570596
14.76706,20.06075,6438,0.89944,0.225575,3.98732129,51,30,10,7,0,2,4.993519099,0.492499114
19.77591,21.6421,4370.98,0.83822,0.345024,2.429454183,47.59036145,39.75903614,0,6.024096386,3.614457831,1.204819277,9.016587307,0.670391399
11.39125,13.65896,3453.87,0.79598,0.570574,1.395051299,45.73991031,11.65919283,11.65919283,8.968609865,16.14349776,3.139013453,8.184707932,0.358252493
16.60828,18.8637,5554.62,0.88192,0.252975,3.486194288,48.25174825,36.36363636,4.195804196,8.391608392,0,1.398601399,6.761751728,0.554526637
22.18866,24.9065,6647.46,0.91192,0.183824,4.9608321,49.67741935,36.77419355,1.935483871,10.32258065,0,1.290322581,4.82814733,0.549428929
21.13072,22.64021,4684.38,0.8635,0.29259,2.951228682,52,35.2,3.2,8,0,1.6,6.791547555,0.507049804
24.20734,28.50592,6266.93,0.9355,0.133092,7.02897244,50.625,35.625,6.25,5,0,1.25,4.372174078,0.625844181
25.50134,30.10236,6820.42,0.92696,0.152274,6.087447627,51.82926829,37.19512195,3.658536585,4.87804878,0,1.219512195,4.729963938,0.618612812
22.92675,27.28733,6531.3,0.94252,0.135285,6.966921684,52.0661157,21.48760331,16.52892562,6.611570248,0,1.652892562,4.185505424,0.625568579
11.5414,13.2156,3667.9,0.8131,0.517678,1.570667481,52.57142857,19.42857143,2.285714286,9.714285714,13.71428571,2.285714286,7.919082406,0.385822976
8.9177,14.53863,3888.78,0.80968,0.535302,1.512566738,44.44444444,19.44444444,5.555555556,19.44444444,5.555555556,5.555555556,7.586029235,0.381153208
22.06506,23.47009,5520.73,0.88084,0.267905,3.287881898,49.53271028,27.10280374,12.14953271,9.345794393,0,1.869158879,6.620835618,0.549846079
20.37574,23.02357,6207.33,0.91712,0.189746,4.833408873,47.2,27.2,16,6.4,0,1.6,5.123450598,0.547640116
16.12666,19.43528,3912.38,0.8572,0.430179,1.99265887,43.97905759,7.329842932,33.5078534,8.90052356,0,2.094240838,7.889454984,0.40386362
19.73789,23.76765,6035.29,0.9133,0.200995,4.543894127,54.90196078,30.81232493,4.481792717,5.602240896,0,1.960784314,5.324752892,0.562609573
13.10059,15.51473,5084.42,0.85578,0.396282,2.159522764,40.20100503,9.547738693,33.66834171,10.05025126,0,3.51758794,6.124108795,0.383175601
17.19894,20.20025,5525.26,0.8991,0.241632,3.720947557,56.19047619,26.66666667,1.904761905,7.619047619,3.80952381,1.904761905,5.948052803,0.522634704
24.09294,27.25744,5420.97,0.93394,0.159519,5.854725769,50.83333333,17.5,15,6.666666667,6.666666667,1.666666667,3.726206379,0.482834314
21.61244,24.0193,5603.33,0.91332,0.208217,4.386385358,52.27272727,21.96969697,7.575757576,6.060606061,9.090909091,1.515151515,4.992028814,0.480717857
6.00392,10.37236,2355.9,0.70364,0.89722,0.784244667,36.36363636,9.090909091,4.545454545,40.90909091,0,9.090909091,9.193370255,0.274869905
14.01886,16.67374,5450.36,0.85646,0.347464,2.464888449,44.04761905,22.61904762,22.61904762,8.333333333,0,2.380952381,7.010692028,0.483811328
19.27328,25.56787,6390.64,0.92862,0.159092,5.836999975,56.09756098,29.26829268,4.87804878,6.504065041,0,1.62601626,4.737342761,0.609518029
20.03431,21.75429,4994.8,0.86084,0.335105,2.568866475,52.5862069,27.5862069,1.724137931,8.620689655,5.172413793,1.724137931,8.681804523,0.637380534
12.84473,17.14444,6002.48,0.8661,0.315608,2.744227016,53.58490566,30.18867925,6.037735849,6.41509434,0,1.509433962,6.749881718,0.546333128
10.5632,15.98446,3471.05,0.8058,0.52018,1.549079165,53.02325581,20.46511628,0,9.302325581,11.1627907,3.255813953,8.706667114,0.396987073
9.46023,11.82165,4354.28,0.81176,0.475162,1.708385772,52.63157895,32.74853801,2.339181287,9.941520468,0,2.339181287,8.480292749,0.532531692
10.83826,17.26891,3534.01,0.80844,0.484542,1.668462177,53.27510917,27.94759825,0.873362445,8.733624454,6.113537118,3.056768559,8.820946604,0.442035143
9.64841,12.91961,4652.49,0.82774,0.455175,1.818509365,47.51381215,20.99447514,14.36464088,11.04972376,2.209944751,3.867403315,6.915638183,0.404676777
8.40302,13.50578,3921.99,0.80614,0.535227,1.506164674,44.82758621,17.24137931,0,24.13793103,0,6.896551724,8.624364348,0.351944303
18.91538,20.77335,3954.93,0.84194,0.408279,2.062168272,55.5984556,20.84942085,3.088803089,6.563706564,12.35521236,1.544401544,7.431548285,0.42122996
21.05972,24.56187,4130.98,0.90096,0.277774,3.243500112,56.03448276,25,1.724137931,6.896551724,6.896551724,1.724137931,5.400636833,0.379111087
20.54964,26.67345,6256.07,0.9293,0.154772,6.004316026,52.38095238,32.65306122,4.081632653,8.163265306,0,1.360544218,4.963839148,0.617319244
5.53473,8.63628,2554.88,0.67716,0.7899,0.857273073,50.82872928,36.4640884,1.104972376,9.392265193,0,2.209944751,12.36065095,0.799465996
20.86674,24.30639,6859.47,0.90232,0.192898,4.677705316,48.10810811,43.78378378,1.621621622,5.405405405,0,1.081081081,5.606357477,0.598355096
10.51247,18.02428,5339.57,0.87588,0.322823,2.713189581,51.42857143,20,0,20,0,5.714285714,5.286313995,0.383161006
17.47967,20.37965,5005.89,0.8986,0.253099,3.550389373,57.00934579,22.42990654,1.869158879,7.476635514,7.476635514,1.869158879,5.776322819,0.477047034
17.62626,20.49289,5221.45,0.90122,0.247085,3.647408786,51.35135135,18.01801802,9.009009009,7.207207207,10.81081081,1.801801802,5.500246284,0.45493107
20.22949,23.64726,6519.48,0.92604,0.16587,5.582926388,57.26495726,29.05982906,3.418803419,6.837606838,0,1.709401709,4.996464225,0.62505215
7.05614,9.84356,2144.78,0.69802,0.911564,0.765738884,40.54054054,10.81081081,0,18.91891892,24.32432432,5.405405405,11.63891087,0.317032799
18.46905,23.29286,4346.92,0.88134,0.365462,2.411577674,29.03225806,3.225806452,38.70967742,22.58064516,0,6.451612903,4.448080084,0.276491292
11.8115,15.12558,4815.45,0.8485,0.389396,2.179015706,52.81385281,22.51082251,2.597402597,8.658008658,10.38961039,3.03030303,6.392962733,0.384855969
9.75982,15.60764,4525.87,0.83518,0.421572,1.981108802,44.68085106,27.65957447,0,23.40425532,0,4.255319149,6.933971753,0.387405495
